Column1	Column2	Column3	Column5
chrX	2850001	2218000001	4.22E-09
chrX	2900001	2218050001	4.22E-09
chrX	2950001	2218100001	4.22E-09
chrX	3000001	2218150001	4.22E-09
chrX	3050001	2218200001	4.22E-09
chrX	3100001	2218250001	4.22E-09
chrX	3150001	2218300001	4.22E-09
chrX	3200001	2218350001	4.22E-09
chrX	3250001	2218400001	4.22E-09
chrX	3300001	2218450001	4.22E-09
chrX	3350001	2218500001	4.22E-09
chrX	3400001	2218550001	4.22E-09
chrX	3450001	2218600001	4.22E-09
chrX	3500001	2218650001	4.22E-09
chrX	3550001	2218700001	4.22E-09
chrX	3600001	2218750001	4.22E-09
chrX	3650001	2218800001	4.22E-09
chrX	3700001	2218850001	4.22E-09
chrX	3750001	2218900001	4.22E-09
chrX	3800001	2218950001	4.22E-09
chrX	3850001	2219000001	4.22E-09
chrX	3900001	2219050001	4.22E-09
chrX	3950001	2219100001	4.22E-09
chrX	4000001	2219150001	2.91E-09
chrX	4050001	2219200001	2.91E-09
chrX	4100001	2219250001	2.91E-09
chrX	4150001	2219300001	2.91E-09
chrX	4200001	2219350001	2.91E-09
chrX	4250001	2219400001	2.91E-09
chrX	4300001	2219450001	2.91E-09
chrX	4350001	2219500001	2.91E-09
chrX	4400001	2219550001	2.91E-09
chrX	4450001	2219600001	2.91E-09
chrX	4500001	2219650001	2.91E-09
chrX	4550001	2219700001	2.91E-09
chrX	4600001	2219750001	2.91E-09
chrX	4650001	2219800001	2.91E-09
chrX	4700001	2219850001	2.91E-09
chrX	4750001	2219900001	2.91E-09
chrX	4800001	2219950001	2.91E-09
chrX	4850001	2220000001	2.91E-09
chrX	4900001	2220050001	2.91E-09
chrX	4950001	2220100001	2.91E-09
chrX	5000001	2220150001	2.91E-09
chrX	5050001	2220200001	2.91E-09
chrX	5100001	2220250001	2.91E-09
chrX	5150001	2220300001	2.91E-09
chrX	5200001	2220350001	2.91E-09
chrX	5250001	2220400001	2.91E-09
chrX	5300001	2220450001	2.91E-09
chrX	5350001	2220500001	2.91E-09
chrX	5400001	2220550001	2.91E-09
chrX	5450001	2220600001	2.91E-09
chrX	5500001	2220650001	2.91E-09
chrX	5550001	2220700001	2.91E-09
chrX	5600001	2220750001	2.91E-09
chrX	5650001	2220800001	2.91E-09
chrX	5700001	2220850001	2.91E-09
chrX	5750001	2220900001	2.91E-09
chrX	5800001	2220950001	2.91E-09
chrX	5850001	2221000001	2.91E-09
chrX	5900001	2221050001	2.91E-09
chrX	5950001	2221100001	2.91E-09
chrX	6000001	2221150001	1.96E-09
chrX	6050001	2221200001	1.96E-09
chrX	6100001	2221250001	1.96E-09
chrX	6150001	2221300001	1.96E-09
chrX	6200001	2221350001	1.96E-09
chrX	6250001	2221400001	1.96E-09
chrX	6300001	2221450001	1.96E-09
chrX	6350001	2221500001	1.96E-09
chrX	6400001	2221550001	1.96E-09
chrX	6450001	2221600001	1.96E-09
chrX	6500001	2221650001	1.96E-09
chrX	6550001	2221700001	1.96E-09
chrX	6600001	2221750001	1.96E-09
chrX	6650001	2221800001	1.96E-09
chrX	6700001	2221850001	1.96E-09
chrX	6750001	2221900001	1.96E-09
chrX	6800001	2221950001	1.96E-09
chrX	6850001	2222000001	1.96E-09
chrX	6900001	2222050001	1.96E-09
chrX	6950001	2222100001	1.96E-09
chrX	7000001	2222150001	1.96E-09
chrX	7050001	2222200001	1.96E-09
chrX	7100001	2222250001	1.96E-09
chrX	7150001	2222300001	1.96E-09
chrX	7200001	2222350001	1.96E-09
chrX	7250001	2222400001	1.96E-09
chrX	7300001	2222450001	1.96E-09
chrX	7350001	2222500001	1.96E-09
chrX	7400001	2222550001	1.96E-09
chrX	7450001	2222600001	1.96E-09
chrX	7500001	2222650001	1.96E-09
chrX	7550001	2222700001	1.96E-09
chrX	7600001	2222750001	1.96E-09
chrX	7650001	2222800001	1.96E-09
chrX	7700001	2222850001	1.96E-09
chrX	7750001	2222900001	1.96E-09
chrX	7800001	2222950001	1.96E-09
chrX	7850001	2223000001	1.96E-09
chrX	7900001	2223050001	1.96E-09
chrX	7950001	2223100001	1.96E-09
chrX	8000001	2223150001	2.14E-09
chrX	8050001	2223200001	2.14E-09
chrX	8100001	2223250001	2.14E-09
chrX	8150001	2223300001	2.14E-09
chrX	8200001	2223350001	2.14E-09
chrX	8250001	2223400001	2.14E-09
chrX	8300001	2223450001	2.14E-09
chrX	8350001	2223500001	2.14E-09
chrX	8400001	2223550001	2.14E-09
chrX	8450001	2223600001	2.14E-09
chrX	8500001	2223650001	2.14E-09
chrX	8550001	2223700001	2.14E-09
chrX	8600001	2223750001	2.14E-09
chrX	8650001	2223800001	2.14E-09
chrX	8700001	2223850001	2.14E-09
chrX	8750001	2223900001	2.14E-09
chrX	8800001	2223950001	2.14E-09
chrX	8850001	2224000001	2.14E-09
chrX	8900001	2224050001	2.14E-09
chrX	8950001	2224100001	2.14E-09
chrX	9000001	2224150001	2.14E-09
chrX	9050001	2224200001	2.14E-09
chrX	9100001	2224250001	2.14E-09
chrX	9150001	2224300001	2.14E-09
chrX	9200001	2224350001	2.14E-09
chrX	9250001	2224400001	2.14E-09
chrX	9300001	2224450001	2.14E-09
chrX	9350001	2224500001	2.14E-09
chrX	9400001	2224550001	2.14E-09
chrX	9450001	2224600001	2.14E-09
chrX	9500001	2224650001	2.14E-09
chrX	9550001	2224700001	2.14E-09
chrX	9600001	2224750001	2.14E-09
chrX	9650001	2224800001	2.14E-09
chrX	9700001	2224850001	2.14E-09
chrX	9750001	2224900001	2.14E-09
chrX	9800001	2224950001	2.14E-09
chrX	9850001	2225000001	2.14E-09
chrX	9900001	2225050001	2.14E-09
chrX	9950001	2225100001	2.14E-09
chrX	10000001	2225150001	1.25E-09
chrX	10050001	2225200001	1.25E-09
chrX	10100001	2225250001	1.25E-09
chrX	10150001	2225300001	1.25E-09
chrX	10200001	2225350001	1.25E-09
chrX	10250001	2225400001	1.25E-09
chrX	10300001	2225450001	1.25E-09
chrX	10350001	2225500001	1.25E-09
chrX	10400001	2225550001	1.25E-09
chrX	10450001	2225600001	1.25E-09
chrX	10500001	2225650001	1.25E-09
chrX	10550001	2225700001	1.25E-09
chrX	10600001	2225750001	1.25E-09
chrX	10650001	2225800001	1.25E-09
chrX	10700001	2225850001	1.25E-09
chrX	10750001	2225900001	1.25E-09
chrX	10800001	2225950001	1.25E-09
chrX	10850001	2226000001	1.25E-09
chrX	10900001	2226050001	1.25E-09
chrX	10950001	2226100001	1.25E-09
chrX	11000001	2226150001	1.25E-09
chrX	11050001	2226200001	1.25E-09
chrX	11100001	2226250001	1.25E-09
chrX	11150001	2226300001	1.25E-09
chrX	11200001	2226350001	1.25E-09
chrX	11250001	2226400001	1.25E-09
chrX	11300001	2226450001	1.25E-09
chrX	11350001	2226500001	1.25E-09
chrX	11400001	2226550001	1.25E-09
chrX	11450001	2226600001	1.25E-09
chrX	11500001	2226650001	1.25E-09
chrX	11550001	2226700001	1.25E-09
chrX	11600001	2226750001	1.25E-09
chrX	11650001	2226800001	1.25E-09
chrX	11700001	2226850001	1.25E-09
chrX	11750001	2226900001	1.25E-09
chrX	11800001	2226950001	1.25E-09
chrX	11850001	2227000001	1.25E-09
chrX	11900001	2227050001	1.25E-09
chrX	11950001	2227100001	1.25E-09
chrX	12000001	2227150001	7.61E-10
chrX	12050001	2227200001	7.61E-10
chrX	12100001	2227250001	7.61E-10
chrX	12150001	2227300001	7.61E-10
chrX	12200001	2227350001	7.61E-10
chrX	12250001	2227400001	7.61E-10
chrX	12300001	2227450001	7.61E-10
chrX	12350001	2227500001	7.61E-10
chrX	12400001	2227550001	7.61E-10
chrX	12450001	2227600001	7.61E-10
chrX	12500001	2227650001	7.61E-10
chrX	12550001	2227700001	7.61E-10
chrX	12600001	2227750001	7.61E-10
chrX	12650001	2227800001	7.61E-10
chrX	12700001	2227850001	7.61E-10
chrX	12750001	2227900001	7.61E-10
chrX	12800001	2227950001	7.61E-10
chrX	12850001	2228000001	7.61E-10
chrX	12900001	2228050001	7.61E-10
chrX	12950001	2228100001	7.61E-10
chrX	13000001	2228150001	7.61E-10
chrX	13050001	2228200001	7.61E-10
chrX	13100001	2228250001	7.61E-10
chrX	13150001	2228300001	7.61E-10
chrX	13200001	2228350001	7.61E-10
chrX	13250001	2228400001	7.61E-10
chrX	13300001	2228450001	7.61E-10
chrX	13350001	2228500001	7.61E-10
chrX	13400001	2228550001	7.61E-10
chrX	13450001	2228600001	7.61E-10
chrX	13500001	2228650001	7.61E-10
chrX	13550001	2228700001	7.61E-10
chrX	13600001	2228750001	7.61E-10
chrX	13650001	2228800001	7.61E-10
chrX	13700001	2228850001	7.61E-10
chrX	13750001	2228900001	7.61E-10
chrX	13800001	2228950001	7.61E-10
chrX	13850001	2229000001	7.61E-10
chrX	13900001	2229050001	7.61E-10
chrX	13950001	2229100001	7.61E-10
chrX	14000001	2229150001	6.56E-10
chrX	14050001	2229200001	6.56E-10
chrX	14100001	2229250001	6.56E-10
chrX	14150001	2229300001	6.56E-10
chrX	14200001	2229350001	6.56E-10
chrX	14250001	2229400001	6.56E-10
chrX	14300001	2229450001	6.56E-10
chrX	14350001	2229500001	6.56E-10
chrX	14400001	2229550001	6.56E-10
chrX	14450001	2229600001	6.56E-10
chrX	14500001	2229650001	6.56E-10
chrX	14550001	2229700001	6.56E-10
chrX	14600001	2229750001	6.56E-10
chrX	14650001	2229800001	6.56E-10
chrX	14700001	2229850001	6.56E-10
chrX	14750001	2229900001	6.56E-10
chrX	14800001	2229950001	6.56E-10
chrX	14850001	2230000001	6.56E-10
chrX	14900001	2230050001	6.56E-10
chrX	14950001	2230100001	6.56E-10
chrX	15000001	2230150001	6.56E-10
chrX	15050001	2230200001	6.56E-10
chrX	15100001	2230250001	6.56E-10
chrX	15150001	2230300001	6.56E-10
chrX	15200001	2230350001	6.56E-10
chrX	15250001	2230400001	6.56E-10
chrX	15300001	2230450001	6.56E-10
chrX	15350001	2230500001	6.56E-10
chrX	15400001	2230550001	6.56E-10
chrX	15450001	2230600001	6.56E-10
chrX	15500001	2230650001	6.56E-10
chrX	15550001	2230700001	6.56E-10
chrX	15600001	2230750001	6.56E-10
chrX	15650001	2230800001	6.56E-10
chrX	15700001	2230850001	6.56E-10
chrX	15750001	2230900001	6.56E-10
chrX	15800001	2230950001	6.56E-10
chrX	15850001	2231000001	6.56E-10
chrX	15900001	2231050001	6.56E-10
chrX	15950001	2231100001	6.56E-10
chrX	16000001	2231150001	8.14E-10
chrX	16050001	2231200001	8.14E-10
chrX	16100001	2231250001	8.14E-10
chrX	16150001	2231300001	8.14E-10
chrX	16200001	2231350001	8.14E-10
chrX	16250001	2231400001	8.14E-10
chrX	16300001	2231450001	8.14E-10
chrX	16350001	2231500001	8.14E-10
chrX	16400001	2231550001	8.14E-10
chrX	16450001	2231600001	8.14E-10
chrX	16500001	2231650001	8.14E-10
chrX	16550001	2231700001	8.14E-10
chrX	16600001	2231750001	8.14E-10
chrX	16650001	2231800001	8.14E-10
chrX	16700001	2231850001	8.14E-10
chrX	16750001	2231900001	8.14E-10
chrX	16800001	2231950001	8.14E-10
chrX	16850001	2232000001	8.14E-10
chrX	16900001	2232050001	8.14E-10
chrX	16950001	2232100001	8.14E-10
chrX	17000001	2232150001	8.14E-10
chrX	17050001	2232200001	8.14E-10
chrX	17100001	2232250001	8.14E-10
chrX	17150001	2232300001	8.14E-10
chrX	17200001	2232350001	8.14E-10
chrX	17250001	2232400001	8.14E-10
chrX	17300001	2232450001	8.14E-10
chrX	17350001	2232500001	8.14E-10
chrX	17400001	2232550001	8.14E-10
chrX	17450001	2232600001	8.14E-10
chrX	17500001	2232650001	8.14E-10
chrX	17550001	2232700001	8.14E-10
chrX	17600001	2232750001	8.14E-10
chrX	17650001	2232800001	8.14E-10
chrX	17700001	2232850001	8.14E-10
chrX	17750001	2232900001	8.14E-10
chrX	17800001	2232950001	8.14E-10
chrX	17850001	2233000001	8.14E-10
chrX	17900001	2233050001	8.14E-10
chrX	17950001	2233100001	8.14E-10
chrX	18000001	2233150001	9.56E-10
chrX	18050001	2233200001	9.56E-10
chrX	18100001	2233250001	9.56E-10
chrX	18150001	2233300001	9.56E-10
chrX	18200001	2233350001	9.56E-10
chrX	18250001	2233400001	9.56E-10
chrX	18300001	2233450001	9.56E-10
chrX	18350001	2233500001	9.56E-10
chrX	18400001	2233550001	9.56E-10
chrX	18450001	2233600001	9.56E-10
chrX	18500001	2233650001	9.56E-10
chrX	18550001	2233700001	9.56E-10
chrX	18600001	2233750001	9.56E-10
chrX	18650001	2233800001	9.56E-10
chrX	18700001	2233850001	9.56E-10
chrX	18750001	2233900001	9.56E-10
chrX	18800001	2233950001	9.56E-10
chrX	18850001	2234000001	9.56E-10
chrX	18900001	2234050001	9.56E-10
chrX	18950001	2234100001	9.56E-10
chrX	19000001	2234150001	9.56E-10
chrX	19050001	2234200001	9.56E-10
chrX	19100001	2234250001	9.56E-10
chrX	19150001	2234300001	9.56E-10
chrX	19200001	2234350001	9.56E-10
chrX	19250001	2234400001	9.56E-10
chrX	19300001	2234450001	9.56E-10
chrX	19350001	2234500001	9.56E-10
chrX	19400001	2234550001	9.56E-10
chrX	19450001	2234600001	9.56E-10
chrX	19500001	2234650001	9.56E-10
chrX	19550001	2234700001	9.56E-10
chrX	19600001	2234750001	9.56E-10
chrX	19650001	2234800001	9.56E-10
chrX	19700001	2234850001	9.56E-10
chrX	19750001	2234900001	9.56E-10
chrX	19800001	2234950001	9.56E-10
chrX	19850001	2235000001	9.56E-10
chrX	19900001	2235050001	9.56E-10
chrX	19950001	2235100001	9.56E-10
chrX	20000001	2235150001	1.41E-09
chrX	20050001	2235200001	1.41E-09
chrX	20100001	2235250001	1.41E-09
chrX	20150001	2235300001	1.41E-09
chrX	20200001	2235350001	1.41E-09
chrX	20250001	2235400001	1.41E-09
chrX	20300001	2235450001	1.41E-09
chrX	20350001	2235500001	1.41E-09
chrX	20400001	2235550001	1.41E-09
chrX	20450001	2235600001	1.41E-09
chrX	20500001	2235650001	1.41E-09
chrX	20550001	2235700001	1.41E-09
chrX	20600001	2235750001	1.41E-09
chrX	20650001	2235800001	1.41E-09
chrX	20700001	2235850001	1.41E-09
chrX	20750001	2235900001	1.41E-09
chrX	20800001	2235950001	1.41E-09
chrX	20850001	2236000001	1.41E-09
chrX	20900001	2236050001	1.41E-09
chrX	20950001	2236100001	1.41E-09
chrX	21000001	2236150001	1.41E-09
chrX	21050001	2236200001	1.41E-09
chrX	21100001	2236250001	1.41E-09
chrX	21150001	2236300001	1.41E-09
chrX	21200001	2236350001	1.41E-09
chrX	21250001	2236400001	1.41E-09
chrX	21300001	2236450001	1.41E-09
chrX	21350001	2236500001	1.41E-09
chrX	21400001	2236550001	1.41E-09
chrX	21450001	2236600001	1.41E-09
chrX	21500001	2236650001	1.41E-09
chrX	21550001	2236700001	1.41E-09
chrX	21600001	2236750001	1.41E-09
chrX	21650001	2236800001	1.41E-09
chrX	21700001	2236850001	1.41E-09
chrX	21750001	2236900001	1.41E-09
chrX	21800001	2236950001	1.41E-09
chrX	21850001	2237000001	1.41E-09
chrX	21900001	2237050001	1.41E-09
chrX	21950001	2237100001	1.41E-09
chrX	22000001	2237150001	1.09E-09
chrX	22050001	2237200001	1.09E-09
chrX	22100001	2237250001	1.09E-09
chrX	22150001	2237300001	1.09E-09
chrX	22200001	2237350001	1.09E-09
chrX	22250001	2237400001	1.09E-09
chrX	22300001	2237450001	1.09E-09
chrX	22350001	2237500001	1.09E-09
chrX	22400001	2237550001	1.09E-09
chrX	22450001	2237600001	1.09E-09
chrX	22500001	2237650001	1.09E-09
chrX	22550001	2237700001	1.09E-09
chrX	22600001	2237750001	1.09E-09
chrX	22650001	2237800001	1.09E-09
chrX	22700001	2237850001	1.09E-09
chrX	22750001	2237900001	1.09E-09
chrX	22800001	2237950001	1.09E-09
chrX	22850001	2238000001	1.09E-09
chrX	22900001	2238050001	1.09E-09
chrX	22950001	2238100001	1.09E-09
chrX	23000001	2238150001	1.09E-09
chrX	23050001	2238200001	1.09E-09
chrX	23100001	2238250001	1.09E-09
chrX	23150001	2238300001	1.09E-09
chrX	23200001	2238350001	1.09E-09
chrX	23250001	2238400001	1.09E-09
chrX	23300001	2238450001	1.09E-09
chrX	23350001	2238500001	1.09E-09
chrX	23400001	2238550001	1.09E-09
chrX	23450001	2238600001	1.09E-09
chrX	23500001	2238650001	1.09E-09
chrX	23550001	2238700001	1.09E-09
chrX	23600001	2238750001	1.09E-09
chrX	23650001	2238800001	1.09E-09
chrX	23700001	2238850001	1.09E-09
chrX	23750001	2238900001	1.09E-09
chrX	23800001	2238950001	1.09E-09
chrX	23850001	2239000001	1.09E-09
chrX	23900001	2239050001	1.09E-09
chrX	23950001	2239100001	1.09E-09
chrX	24000001	2239150001	1.35E-09
chrX	24050001	2239200001	1.35E-09
chrX	24100001	2239250001	1.35E-09
chrX	24150001	2239300001	1.35E-09
chrX	24200001	2239350001	1.35E-09
chrX	24250001	2239400001	1.35E-09
chrX	24300001	2239450001	1.35E-09
chrX	24350001	2239500001	1.35E-09
chrX	24400001	2239550001	1.35E-09
chrX	24450001	2239600001	1.35E-09
chrX	24500001	2239650001	1.35E-09
chrX	24550001	2239700001	1.35E-09
chrX	24600001	2239750001	1.35E-09
chrX	24650001	2239800001	1.35E-09
chrX	24700001	2239850001	1.35E-09
chrX	24750001	2239900001	1.35E-09
chrX	24800001	2239950001	1.35E-09
chrX	24850001	2240000001	1.35E-09
chrX	24900001	2240050001	1.35E-09
chrX	24950001	2240100001	1.35E-09
chrX	25000001	2240150001	1.35E-09
chrX	25050001	2240200001	1.35E-09
chrX	25100001	2240250001	1.35E-09
chrX	25150001	2240300001	1.35E-09
chrX	25200001	2240350001	1.35E-09
chrX	25250001	2240400001	1.35E-09
chrX	25300001	2240450001	1.35E-09
chrX	25350001	2240500001	1.35E-09
chrX	25400001	2240550001	1.35E-09
chrX	25450001	2240600001	1.35E-09
chrX	25500001	2240650001	1.35E-09
chrX	25550001	2240700001	1.35E-09
chrX	25600001	2240750001	1.35E-09
chrX	25650001	2240800001	1.35E-09
chrX	25700001	2240850001	1.35E-09
chrX	25750001	2240900001	1.35E-09
chrX	25800001	2240950001	1.35E-09
chrX	25850001	2241000001	1.35E-09
chrX	25900001	2241050001	1.35E-09
chrX	25950001	2241100001	1.35E-09
chrX	26000001	2241150001	1.79E-09
chrX	26050001	2241200001	1.79E-09
chrX	26100001	2241250001	1.79E-09
chrX	26150001	2241300001	1.79E-09
chrX	26200001	2241350001	1.79E-09
chrX	26250001	2241400001	1.79E-09
chrX	26300001	2241450001	1.79E-09
chrX	26350001	2241500001	1.79E-09
chrX	26400001	2241550001	1.79E-09
chrX	26450001	2241600001	1.79E-09
chrX	26500001	2241650001	1.79E-09
chrX	26550001	2241700001	1.79E-09
chrX	26600001	2241750001	1.79E-09
chrX	26650001	2241800001	1.79E-09
chrX	26700001	2241850001	1.79E-09
chrX	26750001	2241900001	1.79E-09
chrX	26800001	2241950001	1.79E-09
chrX	26850001	2242000001	1.79E-09
chrX	26900001	2242050001	1.79E-09
chrX	26950001	2242100001	1.79E-09
chrX	27000001	2242150001	1.79E-09
chrX	27050001	2242200001	1.79E-09
chrX	27100001	2242250001	1.79E-09
chrX	27150001	2242300001	1.79E-09
chrX	27200001	2242350001	1.79E-09
chrX	27250001	2242400001	1.79E-09
chrX	27300001	2242450001	1.79E-09
chrX	27350001	2242500001	1.79E-09
chrX	27400001	2242550001	1.79E-09
chrX	27450001	2242600001	1.79E-09
chrX	27500001	2242650001	1.79E-09
chrX	27550001	2242700001	1.79E-09
chrX	27600001	2242750001	1.79E-09
chrX	27650001	2242800001	1.79E-09
chrX	27700001	2242850001	1.79E-09
chrX	27750001	2242900001	1.79E-09
chrX	27800001	2242950001	1.79E-09
chrX	27850001	2243000001	1.79E-09
chrX	27900001	2243050001	1.79E-09
chrX	27950001	2243100001	1.79E-09
chrX	28000001	2243150001	1.60E-09
chrX	28050001	2243200001	1.60E-09
chrX	28100001	2243250001	1.60E-09
chrX	28150001	2243300001	1.60E-09
chrX	28200001	2243350001	1.60E-09
chrX	28250001	2243400001	1.60E-09
chrX	28300001	2243450001	1.60E-09
chrX	28350001	2243500001	1.60E-09
chrX	28400001	2243550001	1.60E-09
chrX	28450001	2243600001	1.60E-09
chrX	28500001	2243650001	1.60E-09
chrX	28550001	2243700001	1.60E-09
chrX	28600001	2243750001	1.60E-09
chrX	28650001	2243800001	1.60E-09
chrX	28700001	2243850001	1.60E-09
chrX	28750001	2243900001	1.60E-09
chrX	28800001	2243950001	1.60E-09
chrX	28850001	2244000001	1.60E-09
chrX	28900001	2244050001	1.60E-09
chrX	28950001	2244100001	1.60E-09
chrX	29000001	2244150001	1.60E-09
chrX	29050001	2244200001	1.60E-09
chrX	29100001	2244250001	1.60E-09
chrX	29150001	2244300001	1.60E-09
chrX	29200001	2244350001	1.60E-09
chrX	29250001	2244400001	1.60E-09
chrX	29300001	2244450001	1.60E-09
chrX	29350001	2244500001	1.60E-09
chrX	29400001	2244550001	1.60E-09
chrX	29450001	2244600001	1.60E-09
chrX	29500001	2244650001	1.60E-09
chrX	29550001	2244700001	1.60E-09
chrX	29600001	2244750001	1.60E-09
chrX	29650001	2244800001	1.60E-09
chrX	29700001	2244850001	1.60E-09
chrX	29750001	2244900001	1.60E-09
chrX	29800001	2244950001	1.60E-09
chrX	29850001	2245000001	1.60E-09
chrX	29900001	2245050001	1.60E-09
chrX	29950001	2245100001	1.60E-09
chrX	30000001	2245150001	1.82E-09
chrX	30050001	2245200001	1.82E-09
chrX	30100001	2245250001	1.82E-09
chrX	30150001	2245300001	1.82E-09
chrX	30200001	2245350001	1.82E-09
chrX	30250001	2245400001	1.82E-09
chrX	30300001	2245450001	1.82E-09
chrX	30350001	2245500001	1.82E-09
chrX	30400001	2245550001	1.82E-09
chrX	30450001	2245600001	1.82E-09
chrX	30500001	2245650001	1.82E-09
chrX	30550001	2245700001	1.82E-09
chrX	30600001	2245750001	1.82E-09
chrX	30650001	2245800001	1.82E-09
chrX	30700001	2245850001	1.82E-09
chrX	30750001	2245900001	1.82E-09
chrX	30800001	2245950001	1.82E-09
chrX	30850001	2246000001	1.82E-09
chrX	30900001	2246050001	1.82E-09
chrX	30950001	2246100001	1.82E-09
chrX	31000001	2246150001	1.82E-09
chrX	31050001	2246200001	1.82E-09
chrX	31100001	2246250001	1.82E-09
chrX	31150001	2246300001	1.82E-09
chrX	31200001	2246350001	1.82E-09
chrX	31250001	2246400001	1.82E-09
chrX	31300001	2246450001	1.82E-09
chrX	31350001	2246500001	1.82E-09
chrX	31400001	2246550001	1.82E-09
chrX	31450001	2246600001	1.82E-09
chrX	31500001	2246650001	1.82E-09
chrX	31550001	2246700001	1.82E-09
chrX	31600001	2246750001	1.82E-09
chrX	31650001	2246800001	1.82E-09
chrX	31700001	2246850001	1.82E-09
chrX	31750001	2246900001	1.82E-09
chrX	31800001	2246950001	1.82E-09
chrX	31850001	2247000001	1.82E-09
chrX	31900001	2247050001	1.82E-09
chrX	31950001	2247100001	1.82E-09
chrX	32000001	2247150001	1.50E-09
chrX	32050001	2247200001	1.50E-09
chrX	32100001	2247250001	1.50E-09
chrX	32150001	2247300001	1.50E-09
chrX	32200001	2247350001	1.50E-09
chrX	32250001	2247400001	1.50E-09
chrX	32300001	2247450001	1.50E-09
chrX	32350001	2247500001	1.50E-09
chrX	32400001	2247550001	1.50E-09
chrX	32450001	2247600001	1.50E-09
chrX	32500001	2247650001	1.50E-09
chrX	32550001	2247700001	1.50E-09
chrX	32600001	2247750001	1.50E-09
chrX	32650001	2247800001	1.50E-09
chrX	32700001	2247850001	1.50E-09
chrX	32750001	2247900001	1.50E-09
chrX	32800001	2247950001	1.50E-09
chrX	32850001	2248000001	1.50E-09
chrX	32900001	2248050001	1.50E-09
chrX	32950001	2248100001	1.50E-09
chrX	33000001	2248150001	1.50E-09
chrX	33050001	2248200001	1.50E-09
chrX	33100001	2248250001	1.50E-09
chrX	33150001	2248300001	1.50E-09
chrX	33200001	2248350001	1.50E-09
chrX	33250001	2248400001	1.50E-09
chrX	33300001	2248450001	1.50E-09
chrX	33350001	2248500001	1.50E-09
chrX	33400001	2248550001	1.50E-09
chrX	33450001	2248600001	1.50E-09
chrX	33500001	2248650001	1.50E-09
chrX	33550001	2248700001	1.50E-09
chrX	33600001	2248750001	1.50E-09
chrX	33650001	2248800001	1.50E-09
chrX	33700001	2248850001	1.50E-09
chrX	33750001	2248900001	1.50E-09
chrX	33800001	2248950001	1.50E-09
chrX	33850001	2249000001	1.50E-09
chrX	33900001	2249050001	1.50E-09
chrX	33950001	2249100001	1.50E-09
chrX	34000001	2249150001	7.48E-10
chrX	34050001	2249200001	7.48E-10
chrX	34100001	2249250001	7.48E-10
chrX	34150001	2249300001	7.48E-10
chrX	34200001	2249350001	7.48E-10
chrX	34250001	2249400001	7.48E-10
chrX	34300001	2249450001	7.48E-10
chrX	34350001	2249500001	7.48E-10
chrX	34400001	2249550001	7.48E-10
chrX	34450001	2249600001	7.48E-10
chrX	34500001	2249650001	7.48E-10
chrX	34550001	2249700001	7.48E-10
chrX	34600001	2249750001	7.48E-10
chrX	34650001	2249800001	7.48E-10
chrX	34700001	2249850001	7.48E-10
chrX	34750001	2249900001	7.48E-10
chrX	34800001	2249950001	7.48E-10
chrX	34850001	2250000001	7.48E-10
chrX	34900001	2250050001	7.48E-10
